Birth Probability,Death Probability,Birth State Index,Death State Index
0.0272934040940106,-1.0,0,-1
0.0087187263078089,-1.0,9,-1
0.0011372251705838,-1.0,207,-1
0.0007581501137225,-1.0,371,-1
0.0007581501137225,-1.0,268,-1
0.0007581501137225,-1.0,351,-1
0.0007581501137225,-1.0,323,-1
0.0007581501137225,-1.0,365,-1
0.0007581501137225,-1.0,276,-1
0.0007581501137225,-1.0,249,-1
0.0007581501137225,-1.0,264,-1
0.0007581501137225,-1.0,294,-1
0.0007581501137225,-1.0,334,-1
0.0007581501137225,-1.0,344,-1
0.0007581501137225,-1.0,225,-1
0.0007581501137225,-1.0,289,-1
0.0007581501137225,-1.0,258,-1
0.0007581501137225,-1.0,255,-1
0.0007581501137225,-1.0,303,-1
0.0007581501137225,-1.0,279,-1
0.0003790750568613,-1.0,848,-1
0.0003790750568613,-1.0,473,-1
0.0003790750568613,-1.0,944,-1
0.0003790750568613,-1.0,949,-1
0.0003790750568613,-1.0,498,-1
0.0003790750568613,-1.0,651,-1
0.0003790750568613,-1.0,1062,-1
0.0003790750568613,-1.0,484,-1
0.0003790750568613,-1.0,588,-1
0.0003790750568613,-1.0,1026,-1
0.0003790750568613,-1.0,1117,-1
0.0003790750568613,-1.0,469,-1
0.0003790750568613,-1.0,988,-1
0.0003790750568613,-1.0,1132,-1
0.0003790750568613,-1.0,1082,-1
0.0003790750568613,-1.0,612,-1
0.0003790750568613,-1.0,825,-1
0.0003790750568613,-1.0,940,-1
0.0003790750568613,-1.0,569,-1
0.0003790750568613,-1.0,1139,-1
0.0003790750568613,-1.0,615,-1
0.0003790750568613,-1.0,1035,-1
0.0003790750568613,-1.0,1076,-1
0.0003790750568613,-1.0,989,-1
0.0003790750568613,-1.0,645,-1
0.0003790750568613,-1.0,464,-1
0.0003790750568613,-1.0,483,-1
0.0003790750568613,-1.0,709,-1
0.0003790750568613,-1.0,673,-1
0.0003790750568613,-1.0,599,-1
0.0003790750568613,-1.0,750,-1
0.0003790750568613,-1.0,963,-1
0.0003790750568613,-1.0,857,-1
0.0003790750568613,-1.0,431,-1
0.0003790750568613,-1.0,642,-1
0.0003790750568613,-1.0,694,-1
0.0003790750568613,-1.0,731,-1
0.0003790750568613,-1.0,502,-1
0.0003790750568613,-1.0,577,-1
0.0003790750568613,-1.0,637,-1
0.0003790750568613,-1.0,1008,-1
0.0003790750568613,-1.0,849,-1
0.0003790750568613,-1.0,858,-1
0.0003790750568613,-1.0,927,-1
0.0003790750568613,-1.0,865,-1
0.0003790750568613,-1.0,816,-1
0.0003790750568613,-1.0,410,-1
0.0003790750568613,-1.0,712,-1
0.0003790750568613,-1.0,863,-1
0.0003790750568613,-1.0,800,-1
0.0003790750568613,-1.0,936,-1
0.0003790750568613,-1.0,960,-1
0.0003790750568613,-1.0,395,-1
0.0003790750568613,-1.0,665,-1
0.0003790750568613,-1.0,666,-1
0.0003790750568613,-1.0,475,-1
0.0003790750568613,-1.0,384,-1
0.0003790750568613,-1.0,1063,-1
0.0003790750568613,-1.0,616,-1
0.0003790750568613,-1.0,811,-1
0.0003790750568613,-1.0,1074,-1
0.0003790750568613,-1.0,1079,-1
0.0003790750568613,-1.0,504,-1
0.0003790750568613,-1.0,575,-1
0.0003790750568613,-1.0,678,-1
0.0003790750568613,-1.0,913,-1
0.0003790750568613,-1.0,1123,-1
0.0003790750568613,-1.0,580,-1
0.0003790750568613,-1.0,623,-1
0.0003790750568613,-1.0,691,-1
0.0003790750568613,-1.0,479,-1
0.0003790750568613,-1.0,591,-1
0.0003790750568613,-1.0,1083,-1
0.0003790750568613,-1.0,804,-1
0.0003790750568613,-1.0,952,-1
0.0003790750568613,-1.0,1012,-1
0.0003790750568613,-1.0,411,-1
0.0003790750568613,-1.0,777,-1
0.0003790750568613,-1.0,597,-1
0.0003790750568613,-1.0,1068,-1
0.0003790750568613,-1.0,995,-1
0.0003790750568613,-1.0,419,-1
0.0003790750568613,-1.0,1100,-1
0.0003790750568613,-1.0,1144,-1
0.0003790750568613,-1.0,647,-1
0.0003790750568613,-1.0,713,-1
0.0003790750568613,-1.0,1039,-1
0.0003790750568613,-1.0,1028,-1
0.0003790750568613,-1.0,1145,-1
0.0003790750568613,-1.0,695,-1
0.0003790750568613,-1.0,762,-1
0.0003790750568613,-1.0,847,-1
0.0003790750568613,-1.0,423,-1
0.0003790750568613,-1.0,1125,-1
0.0003790750568613,-1.0,412,-1
0.0003790750568613,-1.0,453,-1
0.0003790750568613,-1.0,715,-1
0.0003790750568613,-1.0,578,-1
0.0003790750568613,-1.0,549,-1
0.0003790750568613,-1.0,555,-1
0.0003790750568613,-1.0,561,-1
0.0003790750568613,-1.0,753,-1
0.0003790750568613,-1.0,540,-1
0.0003790750568613,-1.0,686,-1
0.0003790750568613,-1.0,592,-1
0.0003790750568613,-1.0,883,-1
0.0003790750568613,-1.0,1021,-1
0.0003790750568613,-1.0,821,-1
0.0003790750568613,-1.0,1108,-1
0.0003790750568613,-1.0,394,-1
0.0003790750568613,-1.0,486,-1
0.0003790750568613,-1.0,1038,-1
0.0003790750568613,-1.0,768,-1
0.0003790750568613,-1.0,921,-1
0.0003790750568613,-1.0,902,-1
0.0003790750568613,-1.0,1024,-1
0.0003790750568613,-1.0,814,-1
0.0003790750568613,-1.0,957,-1
0.0003790750568613,-1.0,383,-1
0.0003790750568613,-1.0,622,-1
0.0003790750568613,-1.0,458,-1
0.0003790750568613,-1.0,813,-1
0.0003790750568613,-1.0,655,-1
0.0003790750568613,-1.0,1052,-1
0.0003790750568613,-1.0,834,-1
0.0003790750568613,-1.0,459,-1
0.0003790750568613,-1.0,1001,-1
0.0003790750568613,-1.0,406,-1
0.0003790750568613,-1.0,912,-1
0.0003790750568613,-1.0,918,-1
0.0003790750568613,-1.0,830,-1
0.0003790750568613,-1.0,846,-1
0.0003790750568613,-1.0,610,-1
0.0003790750568613,-1.0,908,-1
0.0003790750568613,-1.0,581,-1
0.0003790750568613,-1.0,525,-1
0.0003790750568613,-1.0,403,-1
0.0003790750568613,-1.0,1066,-1
0.0003790750568613,-1.0,980,-1
0.0003790750568613,-1.0,392,-1
0.0003790750568613,-1.0,876,-1
0.0003790750568613,-1.0,893,-1
0.0003790750568613,-1.0,1071,-1
0.0003790750568613,-1.0,456,-1
0.0003790750568613,-1.0,891,-1
0.0003790750568613,-1.0,841,-1
0.0003790750568613,-1.0,864,-1
0.0003790750568613,-1.0,497,-1
0.0003790750568613,-1.0,734,-1
0.0003790750568613,-1.0,831,-1
0.0003790750568613,-1.0,984,-1
0.0003790750568613,-1.0,558,-1
0.0003790750568613,-1.0,455,-1
0.0003790750568613,-1.0,859,-1
0.0003790750568613,-1.0,1112,-1
0.0003790750568613,-1.0,894,-1
0.0003790750568613,-1.0,609,-1
0.0003790750568613,-1.0,922,-1
0.0003790750568613,-1.0,1097,-1
0.0003790750568613,-1.0,672,-1
0.0003790750568613,-1.0,898,-1
0.0003790750568613,-1.0,519,-1
0.0003790750568613,-1.0,589,-1
0.0003790750568613,-1.0,1128,-1
0.0003790750568613,-1.0,807,-1
0.0003790750568613,-1.0,931,-1
0.0003790750568613,-1.0,1046,-1
0.0003790750568613,-1.0,987,-1
0.0003790750568613,-1.0,567,-1
0.0003790750568613,-1.0,676,-1
0.0003790750568613,-1.0,1086,-1
0.0003790750568613,-1.0,669,-1
0.0003790750568613,-1.0,985,-1
0.0003790750568613,-1.0,795,-1
0.0003790750568613,-1.0,1129,-1
0.0003790750568613,-1.0,624,-1
0.0003790750568613,-1.0,641,-1
0.0003790750568613,-1.0,613,-1
0.0003790750568613,-1.0,896,-1
0.0003790750568613,-1.0,565,-1
0.0003790750568613,-1.0,992,-1
0.0003790750568613,-1.0,661,-1
0.0003790750568613,-1.0,884,-1
0.0003790750568613,-1.0,929,-1
0.0003790750568613,-1.0,409,-1
0.0003790750568613,-1.0,935,-1
0.0003790750568613,-1.0,495,-1
0.0003790750568613,-1.0,1131,-1
0.0003790750568613,-1.0,774,-1
0.0003790750568613,-1.0,1045,-1
0.0003790750568613,-1.0,948,-1
0.0003790750568613,-1.0,1057,-1
0.0003790750568613,-1.0,1118,-1
0.0003790750568613,-1.0,564,-1
0.0003790750568613,-1.0,644,-1
0.0003790750568613,-1.0,1003,-1
0.0003790750568613,-1.0,579,-1
0.0003790750568613,-1.0,823,-1
0.0003790750568613,-1.0,509,-1
0.0003790750568613,-1.0,545,-1
0.0003790750568613,-1.0,815,-1
0.0003790750568613,-1.0,679,-1
0.0003790750568613,-1.0,746,-1
0.0003790750568613,-1.0,835,-1
0.0003790750568613,-1.0,910,-1
0.0003790750568613,-1.0,1005,-1
0.0003790750568613,-1.0,1091,-1
0.0003790750568613,-1.0,1114,-1
0.0003790750568613,-1.0,512,-1
0.0003790750568613,-1.0,766,-1
0.0003790750568613,-1.0,618,-1
0.0003790750568613,-1.0,1142,-1
0.0003790750568613,-1.0,625,-1
0.0003790750568613,-1.0,1143,-1
0.0003790750568613,-1.0,474,-1
0.0003790750568613,-1.0,724,-1
0.0003790750568613,-1.0,729,-1
0.0003790750568613,-1.0,523,-1
0.0003790750568613,-1.0,772,-1
0.0003790750568613,-1.0,838,-1
0.0003790750568613,-1.0,991,-1
0.0003790750568613,-1.0,1085,-1
0.0003790750568613,-1.0,684,-1
0.0003790750568613,-1.0,788,-1
0.0003790750568613,-1.0,656,-1
0.0003790750568613,-1.0,662,-1
0.0003790750568613,-1.0,681,-1
0.0003790750568613,-1.0,1073,-1
0.0003790750568613,-1.0,700,-1
0.0003790750568613,-1.0,943,-1
0.0003790750568613,-1.0,958,-1
0.0003790750568613,-1.0,942,-1
0.0003790750568613,-1.0,468,-1
0.0003790750568613,-1.0,832,-1
0.0003790750568613,-1.0,492,-1
0.0003790750568613,-1.0,1007,-1
0.0003790750568613,-1.0,868,-1
0.0003790750568613,-1.0,916,-1
0.0003790750568613,-1.0,758,-1
0.0003790750568613,-1.0,909,-1
0.0003790750568613,-1.0,982,-1
0.0003790750568613,-1.0,570,-1
0.0003790750568613,-1.0,899,-1
0.0003790750568613,-1.0,500,-1
0.0003790750568613,-1.0,787,-1
0.0003790750568613,-1.0,933,-1
0.0003790750568613,-1.0,954,-1
0.0003790750568613,-1.0,1103,-1
0.0003790750568613,-1.0,1034,-1
0.0003790750568613,-1.0,425,-1
0.0003790750568613,-1.0,771,-1
0.0003790750568613,-1.0,1098,-1
0.0003790750568613,-1.0,675,-1
0.0003790750568613,-1.0,794,-1
0.0003790750568613,-1.0,496,-1
0.0003790750568613,-1.0,950,-1
0.0003790750568613,-1.0,440,-1
0.0003790750568613,-1.0,542,-1
0.0003790750568613,-1.0,790,-1
0.0003790750568613,-1.0,531,-1
0.0003790750568613,-1.0,946,-1
0.0003790750568613,-1.0,986,-1
0.0003790750568613,-1.0,812,-1
0.0003790750568613,-1.0,1137,-1
0.0003790750568613,-1.0,964,-1
0.0003790750568613,-1.0,819,-1
0.0003790750568613,-1.0,874,-1
0.0003790750568613,-1.0,1107,-1
0.0003790750568613,-1.0,956,-1
0.0003790750568613,-1.0,415,-1
0.0003790750568613,-1.0,602,-1
0.0003790750568613,-1.0,905,-1
0.0003790750568613,-1.0,1029,-1
0.0003790750568613,-1.0,735,-1
0.0003790750568613,-1.0,867,-1
0.0003790750568613,-1.0,428,-1
0.0003790750568613,-1.0,806,-1
0.0003790750568613,-1.0,999,-1
0.0003790750568613,-1.0,1080,-1
0.0003790750568613,-1.0,754,-1
0.0003790750568613,-1.0,882,-1
0.0003790750568613,-1.0,862,-1
0.0003790750568613,-1.0,1134,-1
0.0003790750568613,-1.0,744,-1
0.0003790750568613,-1.0,872,-1
0.0003790750568613,-1.0,1078,-1
0.0003790750568613,-1.0,1141,-1
0.0003790750568613,-1.0,760,-1
0.0003790750568613,-1.0,1094,-1
0.0053070507960576,0.0007581501137225,15,329
0.0030326004548901,0.0003790750568613,49,979
0.0030326004548901,0.0007581501137225,48,228
0.0049279757391964,0.0030326004548901,21,47
0.0034116755117513,0.001516300227445,43,110
0.0022744503411676,0.0007581501137225,79,284
0.0022744503411676,0.0007581501137225,74,297
0.001516300227445,0.0003790750568613,121,391
0.0018953752843063,0.0007581501137225,101,229
0.001516300227445,0.0003790750568613,131,738
0.0018953752843063,0.0007581501137225,81,311
0.001516300227445,0.0007581501137225,104,381
0.0011372251705838,0.0003790750568613,160,738
0.0011372251705838,0.0003790750568613,161,671
0.0011372251705838,0.0003790750568613,192,596
0.001516300227445,0.0007581501137225,136,250
0.001516300227445,0.0007581501137225,137,232
0.0026535253980288,0.0022744503411676,58,67
0.0049279757391964,0.0045489006823351,20,28
0.0011372251705838,0.0007581501137225,183,298
0.0018953752843063,0.001516300227445,95,133
0.0011372251705838,0.0007581501137225,187,267
0.0011372251705838,0.0007581501137225,168,254
0.0018953752843063,0.001516300227445,80,111
0.0011372251705838,0.0007581501137225,206,363
0.0011372251705838,0.0007581501137225,182,314
0.0011372251705838,0.0007581501137225,155,245
0.0011372251705838,0.0007581501137225,151,296
0.0011372251705838,0.0007581501137225,195,332
0.0018953752843063,0.001516300227445,100,122
0.0018953752843063,0.001516300227445,82,132
0.0007581501137225,0.0003790750568613,331,639
0.0007581501137225,0.0003790750568613,338,845
0.0007581501137225,0.0003790750568613,238,845
0.0007581501137225,0.0003790750568613,222,485
0.0007581501137225,0.0003790750568613,286,432
0.0007581501137225,0.0003790750568613,316,1077
0.0007581501137225,0.0003790750568613,348,739
0.0007581501137225,0.0003790750568613,349,1017
0.0007581501137225,0.0003790750568613,335,449
0.0007581501137225,0.0003790750568613,328,796
0.0007581501137225,0.0003790750568613,361,517
0.0007581501137225,0.0003790750568613,224,654
0.0007581501137225,0.0003790750568613,345,488
0.0007581501137225,0.0003790750568613,372,810
0.0007581501137225,0.0003790750568613,336,1084
0.0007581501137225,0.0003790750568613,369,583
0.0007581501137225,0.0003790750568613,320,643
0.0007581501137225,0.0003790750568613,353,887
0.0007581501137225,0.0003790750568613,362,1060
0.0007581501137225,0.0003790750568613,295,1030
0.0007581501137225,0.0003790750568613,377,634
0.0007581501137225,0.0003790750568613,359,945
0.001516300227445,0.0011372251705838,113,146
0.001516300227445,0.0011372251705838,134,149
0.0003790750568613,0.0003790750568613,657,702
0.0003790750568613,0.0003790750568613,388,749
0.0003790750568613,0.0003790750568613,689,920
0.0003790750568613,0.0003790750568613,682,907
0.0003790750568613,0.0003790750568613,576,741
0.0003790750568613,0.0003790750568613,866,972
0.0003790750568613,0.0003790750568613,742,976
0.0007581501137225,0.0007581501137225,288,305
0.0007581501137225,0.0007581501137225,321,342
0.0007581501137225,0.0007581501137225,356,382
0.0003790750568613,0.0003790750568613,424,976
0.0003790750568613,0.0003790750568613,452,607
0.0003790750568613,0.0003790750568613,745,797
0.0003790750568613,0.0003790750568613,714,1019
0.0003790750568613,0.0003790750568613,926,972
0.0003790750568613,0.0003790750568613,1016,1081
0.0003790750568613,0.0003790750568613,491,1127
0.0003790750568613,0.0003790750568613,955,1053
0.0003790750568613,0.0003790750568613,861,1042
0.001516300227445,0.001516300227445,114,117
0.0007581501137225,0.0007581501137225,237,318
0.0003790750568613,0.0003790750568613,1101,1119
0.0003790750568613,0.0003790750568613,494,781
0.0003790750568613,0.0003790750568613,499,743
0.0003790750568613,0.0003790750568613,769,886
0.0007581501137225,0.0007581501137225,240,252
0.0003790750568613,0.0003790750568613,407,593
0.0003790750568613,0.0003790750568613,516,653
0.0003790750568613,0.0003790750568613,785,976
0.0003790750568613,0.0003790750568613,390,518
0.0003790750568613,0.0003790750568613,822,877
0.0003790750568613,0.0003790750568613,608,877
0.0003790750568613,0.0003790750568613,660,971
0.0003790750568613,0.0003790750568613,538,932
0.0003790750568613,0.0003790750568613,710,1095
0.0003790750568613,0.0003790750568613,648,820
0.0003790750568613,0.0003790750568613,629,671
0.0003790750568613,0.0003790750568613,429,443
0.0003790750568613,0.0003790750568613,975,1042
0.0003790750568613,0.0003790750568613,427,690
0.0003790750568613,0.0003790750568613,614,961
0.0007581501137225,0.0007581501137225,291,357
0.0003790750568613,0.0003790750568613,652,880
0.0003790750568613,0.0003790750568613,396,749
0.0003790750568613,0.0003790750568613,521,636
0.0003790750568613,0.0003790750568613,674,1047
0.0003790750568613,0.0003790750568613,628,636
0.0003790750568613,0.0003790750568613,528,696
0.0007581501137225,0.0007581501137225,256,337
0.0003790750568613,0.0003790750568613,462,685
0.0003790750568613,0.0003790750568613,482,703
0.0003790750568613,0.0003790750568613,590,820
0.0003790750568613,0.0003790750568613,446,653
0.0003790750568613,0.0003790750568613,439,514
0.0003790750568613,0.0003790750568613,1020,1093
0.0003790750568613,0.0003790750568613,537,631
0.0003790750568613,0.0003790750568613,489,1051
0.0003790750568613,0.0003790750568613,663,1077
0.0003790750568613,0.0003790750568613,465,765
0.0003790750568613,0.0003790750568613,572,639
0.0003790750568613,0.0003790750568613,801,1069
0.0003790750568613,0.0003790750568613,447,539
0.0007581501137225,0.0007581501137225,226,322
0.0003790750568613,0.0003790750568613,404,756
0.0003790750568613,0.0003790750568613,620,631
0.0007581501137225,0.0007581501137225,242,381
0.0003790750568613,0.0003790750568613,915,1138
0.0003790750568613,0.0003790750568613,737,932
0.0003790750568613,0.0003790750568613,604,732
0.0003790750568613,0.0003790750568613,725,1013
0.0003790750568613,0.0003790750568613,619,1105
0.0003790750568613,0.0003790750568613,981,1127
0.0003790750568613,0.0003790750568613,467,1093
0.0003790750568613,0.0003790750568613,855,1030
0.0003790750568613,0.0003790750568613,680,1064
0.0003790750568613,0.0003790750568613,448,827
0.0003790750568613,0.0003790750568613,554,947
0.0003790750568613,0.0003790750568613,385,422
0.0003790750568613,0.0003790750568613,442,749
0.0003790750568613,0.0003790750568613,487,755
0.0003790750568613,0.0003790750568613,740,953
0.0003790750568613,0.0003790750568613,436,993
0.0003790750568613,0.0003790750568613,438,551
0.0003790750568613,0.0003790750568613,779,1126
0.0003790750568613,0.0003790750568613,457,547
0.0003790750568613,0.0003790750568613,397,854
0.0018953752843063,0.0018953752843063,84,93
0.0003790750568613,0.0003790750568613,510,547
0.0003790750568613,0.0003790750568613,435,880
0.0003790750568613,0.0003790750568613,398,871
0.0003790750568613,0.0003790750568613,477,490
